gene_id,L1,L2,L3,R1,R2,R3
MSTRG.17483|Solyc10g007820.3,214,191,155,706,806,755
Solyc10g007830.1|Solyc10g007830.1,72,68,65,61,33,33
MSTRG.17484|Solyc10g007870.3,1054,1334,643,14,24,17
Solyc10g007880.3|Solyc10g007880.3,36,34,25,212,270,195
MSTRG.17487|Solyc10g007900.3,10,17,22,229,227,183
MSTRG.17488|Solyc10g007930.3,279,392,255,3256,3947,3660
Solyc10g007940.1|Solyc10g007940.1,67,27,41,125,141,161
MSTRG.17486|Solyc10g007840.3,2302,3494,625,124,166,105
MSTRG.17486|Solyc10g007850.3,4746,4337,5042,7165,8768,9434
MSTRG.17489|Solyc10g007950.3,2718,2897,1836,6692,9287,8516
MSTRG.17493|Solyc10g008000.1,10,0,0,590,563,532
MSTRG.17494|Solyc10g007990.3,1118,1244,828,2771,3629,3352
MSTRG.17492|Solyc10g007980.3,9807,11791,8141,36239,45095,46238
Solyc10g007620.2|Solyc10g007620.2,0,0,0,0,44,33
MSTRG.17467|Solyc10g007640.3,0,0,0,2887,3327,3177
MSTRG.17468|Solyc10g007630.1,0,0,0,0,0,0
MSTRG.17466|Solyc10g007600.3,71736,80876,62801,2724,3790,4692
MSTRG.17464|Solyc10g007610.3,2015,2375,1727,3427,4524,4568
MSTRG.17465,370,648,473,0,0,0
MSTRG.17469|Solyc10g007650.3,1797,2121,1867,5101,6330,5966
MSTRG.17470|Solyc10g007660.3,318,437,259,835,990,874
MSTRG.17472|Solyc10g007670.3,8493,9433,7697,0,13,3
MSTRG.17473|Solyc10g007680.3,668,808,536,509,590,446
MSTRG.17473|Solyc10g007700.3,116145,122557,108432,5738,7788,8094
MSTRG.17474|Solyc10g007690.3,460333,514526,425849,91,141,102
MSTRG.17495|Solyc10g008030.3,5,0,0,517,601,606
Solyc10g008040.3|Solyc10g008040.3,47,30,12,150,122,111
Solyc10g008050.2|Solyc10g008050.2,44,32,40,22,42,47
MSTRG.17496|Solyc10g008060.3,950,1073,760,716,807,755
MSTRG.17500|Solyc10g008090.1,6,9,10,69,49,27
MSTRG.17501|Solyc10g008100.3,187,101,121,501,875,679
MSTRG.17499|Solyc10g008070.3,2130,2590,1779,3660,5023,4567
MSTRG.17499|Solyc10g008065.1,9,30,15,27,49,41
MSTRG.17497|Solyc10g008010.3,9054,7448,6411,15708,19076,19373
MSTRG.17497|Solyc10g008020.3,16231,20559,14388,206,198,208
MSTRG.17503|Solyc10g008110.3,5327,5393,3717,14083,18721,16317
MSTRG.17502|Solyc10g008120.3,2000,2576,2114,9393,18038,13402
MSTRG.17504|Solyc10g008130.3,850,997,830,3065,4049,3687
MSTRG.17505|Solyc10g008140.3,6695,8027,5820,25186,31833,32201
MSTRG.17507|Solyc10g008160.3,3397,3739,3079,70,20,70
MSTRG.17511|Solyc10g008210.3,162,145,116,2887,3797,3557
MSTRG.17510|Solyc10g008200.3,4161,3825,2645,839,4765,1282
MSTRG.17508|Solyc10g008170.3,6,0,3,31,15,49
MSTRG.17509|Solyc10g008180.2,46,32,45,278,315,259
MSTRG.17510|Solyc10g008190.3,427,1159,1224,4632,1613,5504
Solyc10g008245.1|Solyc10g008245.1,16,32,28,0,0,0
MSTRG.17512|Solyc10g008250.2,14,7,12,261,175,270
MSTRG.17513|Solyc10g008230.2,1842,1484,1072,4716,6184,4577
MSTRG.17513|Solyc10g008220.3,19,37,0,71,173,84
MSTRG.17513|Solyc10g008240.3,14,134,12,188,363,240
MSTRG.17514|Solyc10g008270.3,488,515,595,0,0,0
MSTRG.17515|Solyc10g008280.3,2403,2642,2023,3573,6152,4964
MSTRG.17517|Solyc10g008310.1,245,301,178,480,583,522
MSTRG.17516|Solyc10g008300.3,2132,2611,1930,4069,6118,6106
MSTRG.17519|Solyc10g008330.3,4,18,0,1801,2782,2363
MSTRG.17518|Solyc10g008320.1,5433,6485,4301,3800,4648,4867
MSTRG.17521|Solyc10g008340.3,2249,2231,1538,6845,9742,8103
MSTRG.17520|Solyc10g008350.3,358,301,358,1147,1443,1935
MSTRG.17522,327,390,304,971,1157,1022
MSTRG.17524|Solyc10g008400.1,83,125,59,10107,10329,18106
MSTRG.17523|Solyc10g008390.3,646,593,403,1538,1867,1906
MSTRG.17525|Solyc10g008410.1,2035,1515,1278,648,681,423
MSTRG.17526,33,12,69,80,115,150
MSTRG.17528|Solyc10g008440.3,276,377,283,561,801,822
MSTRG.17527|Solyc10g008420.3,3119,3472,2349,5137,6880,6021
MSTRG.17529|Solyc10g008450.1,374,459,298,572,847,940
MSTRG.17532|Solyc10g008470.3,4,0,0,377,448,533
MSTRG.17530|Solyc10g008460.3,257,354,177,1749,2616,2257
MSTRG.17531|Solyc10g008480.3,978,1048,665,2143,2245,2143
MSTRG.17533|Solyc10g008490.3,1495,1803,1327,3328,4015,4616
MSTRG.17534|Solyc10g008500.3,1089,1000,947,589,891,892
MSTRG.17535|Solyc10g008515.1,0,0,0,0,0,0
MSTRG.17535|Solyc10g008510.2,1010,1232,885,536,624,642
MSTRG.17536|Solyc10g008540.3,41,66,52,1397,1626,1629
MSTRG.17537|Solyc10g008520.3,12634,13705,10223,20,79,76
MSTRG.17538|Solyc10g008570.3,230,271,196,785,935,1005
MSTRG.17539|Solyc10g008580.1,112,81,63,571,642,547
Solyc10g008590.1|Solyc10g008590.1,64,74,57,86,166,144
MSTRG.17540|Solyc10g008560.3,3968,4256,2944,6941,8516,8580
MSTRG.17541|Solyc10g008600.3,2338,3139,2054,1383,2192,2094
MSTRG.17542|Solyc10g008610.1,0,0,0,0,0,0
MSTRG.17543|Solyc10g008620.3,384,338,244,1789,2340,2173
MSTRG.17544|Solyc10g008630.3,2163,2374,1684,2415,3298,2711
MSTRG.17545|Solyc10g008650.2,7,5,4,71,65,119
MSTRG.17546|Solyc10g008640.3,1156,1382,861,4543,5744,4928
MSTRG.17547,2820,3626,3033,1623,1691,2075
MSTRG.17548|Solyc10g008660.2,444,529,960,40,45,45
MSTRG.17548|Solyc10g008655.1,2466,2734,2509,560,592,642
Solyc10g008710.3|Solyc10g008710.3,113,233,205,0,0,0
MSTRG.17551|Solyc10g008670.3,85,37,18,0,0,4
MSTRG.17551|Solyc10g008680.2,476,609,463,10,11,0
MSTRG.17552|Solyc10g008730.3,177,134,189,1592,1670,2354
MSTRG.17549|Solyc10g008720.3,2066,2389,2258,8,0,4
MSTRG.17571|Solyc10g008990.3,1823,2204,1457,6526,8275,8164
MSTRG.17572|Solyc10g009000.3,459,597,441,1033,1381,1342
Solyc10g009010.3|Solyc10g009010.3,66,137,82,75,78,104
MSTRG.17573|Solyc10g009020.3,253,235,167,1032,1447,1532
MSTRG.17574|Solyc10g009030.3,3014,3509,2458,3086,4293,4407
MSTRG.17575|Solyc10g009040.3,797,894,591,602,796,634
MSTRG.17575|Solyc10g009045.1,17,12,9,7,10,3
MSTRG.17576|Solyc10g009050.3,748,924,583,1668,2507,2152
MSTRG.17577|Solyc10g009060.1,449,551,248,1851,2663,2635
MSTRG.17578|Solyc10g009070.3,3306,3617,2601,8849,12492,11348
Solyc10g009100.2|Solyc10g009100.2,51,101,64,362,410,487
MSTRG.17579|Solyc10g009080.3,929,1051,802,66,46,73
MSTRG.17580|Solyc10g009090.3,426,663,317,939,1067,1118
MSTRG.17582|Solyc10g009110.1,579,722,350,13679,10831,20330
MSTRG.17583|Solyc10g009120.2,62,102,57,1576,1228,2587
MSTRG.17581|Solyc10g009130.3,316,347,203,833,1100,934
MSTRG.17584|Solyc10g009150.3,711,850,325,92671,145781,130212
MSTRG.17585|Solyc10g009160.3,327,312,253,1736,2535,1921
Solyc10g009170.2|Solyc10g009170.2,147,129,91,4,20,0
MSTRG.17586|Solyc10g009180.3,1762,1992,1452,10568,13112,12300
MSTRG.17587|Solyc10g009190.1,1078,1134,1060,1733,2009,2219
MSTRG.17589|Solyc10g009200.3,867,1129,621,2804,3563,3787
MSTRG.17589|Solyc10g009210.3,5365,5526,3543,2748,4167,3554
MSTRG.17588|Solyc10g009240.3,662,777,316,2026,3001,1674
Solyc10g009270.3|Solyc10g009270.3,179,178,56,70,94,65
MSTRG.17591|Solyc10g009230.1,0,0,0,0,0,0
MSTRG.17590|Solyc10g009220.3,6810,8445,5911,12586,16043,16402
MSTRG.17594|Solyc10g009280.3,551,682,443,1264,1524,1414
MSTRG.17595|Solyc10g009310.3,0,11,7,692,706,854
MSTRG.17593|Solyc10g009290.1,802,678,467,1173,1571,1083
MSTRG.17596|Solyc10g009320.3,594,419,323,8,0,0
MSTRG.17598|Solyc10g009360.3,30,60,34,2207,2884,3144
MSTRG.17597|Solyc10g009350.3,328,422,263,41,53,63
MSTRG.17599|Solyc10g009380.3,76,161,72,1334,1649,1448
MSTRG.17601|Solyc10g009340.1,0,0,0,0,0,0
MSTRG.17600|Solyc10g009345.1,0,0,0,0,0,0
MSTRG.17600|Solyc10g009330.3,6114,5926,3809,8760,11143,10149
MSTRG.17603|Solyc10g009390.3,0,3,0,2,9,3
MSTRG.17604|Solyc10g009400.3,317,401,331,1107,1319,1533
MSTRG.17602|Solyc10g009410.1,329,285,259,3148,3193,3654
MSTRG.17605|Solyc10g009420.3,609,642,487,628,583,677
Solyc10g009430.3|Solyc10g009430.3,132,115,59,0,11,0
MSTRG.17607|Solyc10g009480.3,80,106,44,3092,2726,2798
MSTRG.17559|Solyc10g008790.3,1148,1334,1194,3587,5232,4802
MSTRG.17558|Solyc10g008810.3,0,0,4,430,368,169
Solyc10g008820.3|Solyc10g008820.3,0,0,0,0,0,0
MSTRG.17560|Solyc10g008830.2,156,141,129,274,516,523
Solyc10g008860.1|Solyc10g008860.1,0,7,0,9,0,0
MSTRG.17565|Solyc10g008900.3,0,0,0,1344,1742,1703
Solyc10g008920.1|Solyc10g008920.1,0,0,0,0,0,12
Solyc10g008970.1|Solyc10g008970.1,0,0,0,0,0,0
MSTRG.17554|Solyc10g008740.3,104287,121699,95328,1071,1454,1454
MSTRG.17555|Solyc10g008750.3,92,116,70,720,957,947
MSTRG.17556|Solyc10g008760.3,647,621,468,1604,2101,1926
MSTRG.17553|Solyc10g008770.3,1521,1617,1221,2200,2742,2630
Solyc10g008780.1|Solyc10g008780.1,32,84,23,93,108,131
MSTRG.17557|Solyc10g008800.3,2674,2900,1962,6234,8370,7996
MSTRG.17561|Solyc10g008840.3,31,18,4,106,154,160
MSTRG.17562|Solyc10g008850.2,510,533,530,1584,1915,1904
MSTRG.17564|Solyc10g008870.3,5308,5973,5115,11262,15108,14143
MSTRG.17563|Solyc10g008880.3,4298,4933,3275,7267,9133,7715
MSTRG.17566|Solyc10g008890.3,210,186,138,341,454,417
MSTRG.17567|Solyc10g008910.1,4600,4838,3088,19550,24657,23923
Solyc10g008930.1|Solyc10g008930.1,18,17,8,0,0,0
MSTRG.17569|Solyc10g008950.3,4022,4535,3101,9203,12826,11394
MSTRG.17568|Solyc10g008960.1,87,89,63,863,1141,802
MSTRG.17570|Solyc10g008980.3,292355,309196,236046,3736,5113,4643
Solyc10g009500.3|Solyc10g009500.3,5,0,6,8,3,8
Solyc10g009505.1|Solyc10g009505.1,0,1,0,0,0,0
Solyc10g009503.1|Solyc10g009503.1,18,17,7,0,0,0
Solyc10g009520.2|Solyc10g009520.2,17,37,9,0,3,0
MSTRG.17608|Solyc10g009490.2,4397,4800,3382,8838,12222,9932
MSTRG.17609|Solyc10g009530.3,0,0,0,0,0,0
MSTRG.17609|Solyc10g009507.1,1193,1290,930,17,0,0
MSTRG.17610|Solyc10g009540.1,53,97,61,0,0,0
MSTRG.17611|Solyc10g009550.3,183,109,148,1014,1467,1811
MSTRG.17613|Solyc10g009580.3,1477,1731,1085,761,897,694
MSTRG.17614|Solyc10g009610.2,0,0,0,14,14,0
MSTRG.17615|Solyc10g009620.2,0,0,0,0,7,0
MSTRG.17616|Solyc10g009640.2,0,31,32,117,125,104
MSTRG.17617,7,8,13,38,52,56
MSTRG.17618|Solyc10g010650.1,1,6,0,7,30,18
Solyc10g011650.3|Solyc10g011650.3,37,0,36,90,116,93
MSTRG.17619|Solyc10g011660.3,5248,6625,4377,17264,22852,19757
MSTRG.17612|Solyc10g009570.3,74046,75155,55766,601,812,677
MSTRG.17621|Solyc10g011680.3,20,58,17,0,0,0
MSTRG.17620|Solyc10g011670.3,4063,4330,3471,21211,23967,26013
MSTRG.17622|Solyc10g011730.3,159,168,125,144,207,343
MSTRG.17623|Solyc10g011700.3,0,0,0,0,0,0
Solyc10g011710.1|Solyc10g011710.1,0,5,0,6,0,9
MSTRG.17623|Solyc10g011690.3,2143,2664,1918,4954,7371,5771
MSTRG.17624|Solyc10g011740.3,1076,1200,927,8496,13488,14785
MSTRG.17625|Solyc10g011750.3,439,643,390,734,853,893
MSTRG.17626|Solyc10g011760.3,140,173,125,735,943,848
MSTRG.17628|Solyc10g011790.3,3066,3377,2471,9123,11782,10717
MSTRG.17627|Solyc10g011770.3,42347,50269,33832,957,1080,1206
MSTRG.17632|Solyc10g011810.3,5108,6508,5151,10084,12796,12761
MSTRG.17632|Solyc10g011815.1,0,1,0,1,1,0
MSTRG.17629|Solyc10g011820.3,5749,6418,4279,9181,12557,11964
Solyc10g011840.2|Solyc10g011840.2,0,0,0,4,6,17
MSTRG.17630|Solyc10g011870.3,2907,3252,2476,11163,15577,15521
MSTRG.17636|Solyc10g011920.2,19,6,15,2261,2662,2144
MSTRG.17636|Solyc10g011930.1,1,0,0,13,17,32
Solyc10g011943.1|Solyc10g011943.1,0,0,0,0,0,0
Solyc10g011940.1|Solyc10g011940.1,5,0,3,167,188,216
Solyc10g011900.3|Solyc10g011900.3,0,0,0,7,3,0
MSTRG.17631|Solyc10g011880.1,446,765,524,125,173,117
MSTRG.17633|Solyc10g011910.3,24,32,18,1825,2054,2865
MSTRG.17634|Solyc10g011960.2,56,103,17,387,530,546
MSTRG.17635|Solyc10g011985.1,0,0,0,0,0,0
MSTRG.17635|Solyc10g011980.3,762,1046,710,2980,4110,4116
MSTRG.17637|Solyc10g012030.3,5090,6015,4891,9931,13038,12179
MSTRG.17638|Solyc10g012050.3,4754,6350,5235,45,61,55
Solyc10g012100.1|Solyc10g012100.1,17,10,8,0,0,0
Solyc10g012130.1|Solyc10g012130.1,18,6,14,0,5,2
MSTRG.17641|Solyc10g012080.3,204,328,156,1927,3460,3226
MSTRG.17642|Solyc10g012137.1,60,81,27,818,1082,1010
MSTRG.17639|Solyc10g012060.3,3722,3876,2794,9271,12338,12136
MSTRG.17640|Solyc10g012070.3,2047,2046,1826,2812,3663,2608
MSTRG.17643|Solyc10g012160.3,630,719,438,1818,2194,2407
MSTRG.17644|Solyc10g012170.3,519,553,481,2068,3183,2824
MSTRG.17646|Solyc10g012210.2,406,391,345,1021,1400,1137
MSTRG.17645,729,896,728,26,34,22
MSTRG.17647|Solyc10g012240.3,1981,2368,2099,767,1092,945
MSTRG.17648|Solyc10g012370.3,617,730,482,8505,9563,9740
MSTRG.17651|Solyc10g012420.3,666,731,505,3569,4860,4659
MSTRG.17649|Solyc10g012400.3,63,70,104,700,767,698
MSTRG.17650|Solyc10g012410.3,3547,3882,3134,1998,2557,2621
MSTRG.17653|Solyc10g017490.2,108,148,61,292,376,280
MSTRG.17653|Solyc10g017495.1,8,2,1,11,22,4
MSTRG.17655,53,90,69,359,360,301
MSTRG.17652|Solyc10g012430.3,689,657,456,5548,8045,6507
MSTRG.17657|Solyc10g017570.3,80,83,115,803,1110,869
MSTRG.17659|Solyc10g017580.3,676,812,591,3469,4538,4716
MSTRG.17658|Solyc10g017530.3,7311,7943,5682,19003,25216,23083
Solyc10g017610.1|Solyc10g017610.1,5,2,0,4,3,1
Solyc10g017690.1|Solyc10g017690.1,7,0,4,0,0,0
Solyc10g017750.2|Solyc10g017750.2,2,0,0,14,9,13
MSTRG.17662|Solyc10g017630.2,38,20,10,119,129,237
MSTRG.17662|Solyc10g017640.1,11,0,1,1,1,1
MSTRG.17660|Solyc10g017590.2,21,24,3,11,24,10
MSTRG.17661|Solyc10g017600.3,2982,3621,2710,3377,4583,4744
MSTRG.17663|Solyc10g017810.2,531,542,340,1151,1764,1744
Solyc10g017910.2|Solyc10g017910.2,0,0,0,0,0,0
Solyc10g017920.1|Solyc10g017920.1,3,0,2,0,0,0
Solyc10g017940.1|Solyc10g017940.1,3,0,0,0,0,0
Solyc10g017950.2|Solyc10g017950.2,5,5,4,0,0,0
MSTRG.17666|Solyc10g017890.1,64,47,93,0,0,0
MSTRG.17665|Solyc10g017880.2,1596,1683,1326,3475,4867,4396
MSTRG.17667|Solyc10g017960.2,147,228,66,702,828,603
MSTRG.17664|Solyc10g017850.3,8104,9620,7566,4596,6416,5620
MSTRG.17669,917,1014,781,2498,3429,2538
MSTRG.17671|Solyc10g018120.2,66,59,43,315,686,498
MSTRG.17672|Solyc10g018140.2,21,26,0,409,619,707
Solyc10g018150.2|Solyc10g018150.2,6,44,43,253,247,315
Solyc10g018190.2|Solyc10g018190.2,108,55,194,10,0,4
MSTRG.17674|Solyc10g018160.2,1201,1269,973,4144,5777,5217
MSTRG.17678,77,64,70,345,407,203
Solyc10g018310.1|Solyc10g018310.1,7,14,3,43,74,52
Solyc10g018390.2|Solyc10g018390.2,50,56,35,24,42,25
Solyc10g018510.2|Solyc10g018510.2,18,9,54,0,0,0
MSTRG.17682|Solyc10g018350.2,1667,2173,1503,3137,3728,3853
MSTRG.17684|Solyc10g018520.1,4441,4707,3587,7896,10976,9664
MSTRG.17687|Solyc10g018530.2,3509,3784,2892,456,625,542
MSTRG.17687|Solyc10g018540.2,7,4,2,0,2,0
MSTRG.17686|Solyc10g018590.2,5492,5952,4675,454,693,617
Solyc10g018640.2|Solyc10g018640.2,4,4,40,38,45,85
Solyc06g034310.3|Solyc06g034310.3,149,132,118,0,0,0
Solyc10g018750.1|Solyc10g018750.1,19,0,0,4,6,13
MSTRG.17689,132,163,75,73,166,93
MSTRG.17688|Solyc10g018600.2,3342,3438,2599,8091,10704,9583
MSTRG.17690|Solyc10g018780.2,222,153,115,0,0,0
MSTRG.17691|Solyc10g018820.1,24,33,22,67,61,104
MSTRG.17693|Solyc10g018850.2,693,673,475,1623,2361,2042
MSTRG.17692,207,198,229,194,242,255
Solyc10g018990.2|Solyc10g018990.2,4,0,0,0,4,0
MSTRG.17694|Solyc10g018907.1,134,112,58,580,783,752
Solyc10g019000.2|Solyc10g019000.2,24,46,50,0,0,0
MSTRG.17695|Solyc10g018885.1,0,1,0,5,2,0
MSTRG.17695|Solyc10g018900.1,1562,1661,1322,2283,2959,2557
MSTRG.17695|Solyc10g018870.2,101,109,0,176,218,196
MSTRG.17696|Solyc10g018880.1,20,19,8,9,6,29
Solyc10g019050.2|Solyc10g019050.2,5,14,4,20,23,10
Solyc10g019090.1|Solyc10g019090.1,0,12,6,0,0,0
MSTRG.17698|Solyc10g019037.1,8,9,9,6,6,6
MSTRG.17698|Solyc10g019040.2,5991,6588,4446,9549,11582,10146
Solyc10g018270.1|Solyc10g018270.1,0,0,0,0,0,0
Solyc10g018280.1|Solyc10g018280.1,0,0,0,0,0,0
Solyc10g018290.2|Solyc10g018290.2,0,5,9,5,0,9
MSTRG.17675|Solyc10g018250.2,4073,4749,3275,11742,15168,15140
MSTRG.17676|Solyc10g018260.1,682,766,593,945,992,1254
MSTRG.17677|Solyc10g018300.2,362462,405573,313910,338,481,404
Solyc10g019170.2|Solyc10g019170.2,43,79,28,72,92,120
MSTRG.17697,2410,1815,1216,0,0,0
MSTRG.17699,155,205,160,358,594,523
MSTRG.17700|Solyc10g024320.2,3713,4148,2928,10090,12993,12702
MSTRG.17707|Solyc10g024370.2,40,44,35,73,101,187
MSTRG.17706,604,469,401,2360,2865,2382
MSTRG.17701|Solyc10g024360.2,3333,3668,2536,1584,2214,2488
MSTRG.17702,50,61,84,0,3,11
MSTRG.17708|Solyc10g024490.2,2,3,0,931,1630,1728
Solyc10g031550.1|Solyc10g031550.1,7,3,5,4,6,17
Solyc10g031560.1|Solyc10g031560.1,21,4,9,0,0,0
MSTRG.17709|Solyc10g024470.2,1001,1125,838,1956,2562,2135
MSTRG.17703|Solyc10g024410.2,7150,8643,6286,5123,6702,6233
MSTRG.17704|Solyc10g024415.1,10,9,9,5,0,4
MSTRG.17705|Solyc10g024420.2,73,78,91,237,307,261
Solyc10g037877.1|Solyc10g037877.1,0,0,0,0,0,0
MSTRG.17710|Solyc10g037880.2,0,0,0,1457,1776,1871
MSTRG.17711|Solyc10g037890.2,12342,13650,10302,4404,5404,4962
MSTRG.17712|Solyc10g037950.2,0,0,0,1,1,0
MSTRG.17712|Solyc10g037960.2,2604,3242,2213,8303,10334,9612
MSTRG.17713|Solyc10g037980.2,1485,1639,1497,3911,4786,5001
MSTRG.17714|Solyc10g038060.2,76,148,61,166,231,302
MSTRG.17715|Solyc10g038000.2,837,941,666,3448,4510,4359
MSTRG.17715|Solyc10g038005.1,20,63,62,95,100,162
MSTRG.17716,1238,1664,1134,2654,3425,2960
Solyc10g038090.1|Solyc10g038090.1,10,10,0,0,0,0
Solyc10g038100.1|Solyc10g038100.1,24,54,26,7,7,13
MSTRG.17717|Solyc10g038080.2,947,1122,751,6472,7867,6973
MSTRG.17718|Solyc10g038120.2,2276,2343,1882,7954,10598,10406
MSTRG.17719,64,65,124,0,0,0
MSTRG.17721|Solyc10g038190.2,1678,1737,1247,2129,2819,2424
MSTRG.17720|Solyc10g038130.2,8308,9280,7407,6813,8435,9054
MSTRG.17724|Solyc10g039210.3,4,0,0,8062,10837,9396
MSTRG.17722|Solyc10g039190.2,3028,3398,2182,9213,12728,11074
Solyc10g039230.1|Solyc10g039230.1,2,0,2,13,9,10
MSTRG.17723,3517,3365,2392,266,273,340
MSTRG.17725|Solyc10g039270.2,1831,2352,1754,221,311,302
MSTRG.17727|Solyc10g039295.1,0,0,0,0,0,0
MSTRG.17726,238,217,181,352,361,281
MSTRG.17728|Solyc10g039280.2,1567,1480,1097,4714,5965,5454
MSTRG.17729|Solyc10g039290.2,5780,6498,4070,3824,4548,4728
MSTRG.17730|Solyc10g039360.2,2818,2738,1939,8577,10831,9650
MSTRG.17732,57,100,44,1357,1772,1593
MSTRG.17733,127,350,193,323,720,584
MSTRG.17731|Solyc10g039380.2,991,1141,830,1943,2616,2441
Solyc10g061830.2|Solyc10g061830.2,4,2,5,0,0,0
MSTRG.17735,209,289,177,38,30,18
MSTRG.17736|Solyc10g039430.2,1840,2077,1476,5838,7058,7410
MSTRG.17736|Solyc10g039393.1,2,1,0,6,3,7
MSTRG.17737|Solyc10g061940.2,1125,1321,1071,3114,3659,4103
MSTRG.17738|Solyc10g061950.2,638,721,511,1192,1426,1308
Solyc10g062130.1|Solyc10g062130.1,17,10,5,25,20,16
MSTRG.17739|Solyc10g061960.2,1246,1240,956,3524,4647,4034
MSTRG.17740|Solyc10g061970.2,163,182,139,449,529,551
Solyc10g062160.2|Solyc10g062160.2,36,43,10,452,489,470
MSTRG.17741|Solyc10g062180.2,4275,4593,3574,8530,11570,10199
MSTRG.17743|Solyc10g062220.2,1556,1505,1307,1624,1880,2162
MSTRG.17743|Solyc10g062200.2,0,3,3,2,2,0
MSTRG.17744|Solyc10g062210.1,2,1,0,1,0,6
MSTRG.17742|Solyc10g062340.2,5939,6575,4671,12883,17563,15710
MSTRG.17745,220,250,126,4127,4612,7431
MSTRG.17746|Solyc10g044450.2,1506,1586,1259,3904,5135,4959
MSTRG.17747|Solyc10g044470.2,3966,4439,2662,15526,23261,22981
MSTRG.17748|Solyc10g044480.2,7083,8302,5243,10245,13604,12290
Solyc10g044517.1|Solyc10g044517.1,9,8,5,0,0,7
Solyc10g044530.1|Solyc10g044530.1,23,15,17,12,12,33
MSTRG.17751|Solyc10g044543.1,299,350,534,3,0,0
Solyc10g044540.2|Solyc10g044540.2,4,3,5,0,0,0
MSTRG.17753|Solyc10g044643.1,0,4,1,3,0,5
MSTRG.17752|Solyc10g044640.2,2409,2604,1941,3947,5624,4957
Solyc10g044680.2|Solyc10g044680.2,5,0,0,0,0,17
MSTRG.17756|Solyc10g044670.2,3760,4518,3158,26747,35673,31070
MSTRG.17755|Solyc10g044720.2,854,907,668,1422,1624,1509
MSTRG.17754|Solyc10g044700.1,3,0,3,400,509,458
MSTRG.17757|Solyc10g044710.2,7325,8514,7251,726,813,627
Solyc10g044750.2|Solyc10g044750.2,0,0,0,0,0,12
Solyc10g044745.1|Solyc10g044745.1,17,3,4,8,15,9
MSTRG.17758|Solyc10g044740.2,1522,1835,1194,4277,5602,5358
MSTRG.17759,84,68,94,221,324,310
MSTRG.17760|Solyc10g044780.2,1103,1206,816,1362,1635,1657
MSTRG.17762|Solyc10g044880.1,17,9,9,766,1103,994
MSTRG.17761|Solyc10g044840.2,5424,6356,4577,308,429,353
MSTRG.17763|Solyc10g044900.2,2602,3096,1947,8039,11098,9917
MSTRG.17764|Solyc10g044910.2,1534,1575,1075,5867,7884,7431
MSTRG.17765|Solyc10g044915.1,0,0,0,0,0,0
MSTRG.17767|Solyc10g044960.2,1706,1788,1228,4610,4965,4883
MSTRG.17766,362,427,387,1242,1661,1288
MSTRG.17768|Solyc10g045040.1,19,42,27,3,0,0
MSTRG.17770|Solyc10g045170.1,0,0,1,1,1,0
MSTRG.17771|Solyc10g045175.1,0,0,0,0,0,0
MSTRG.17771|Solyc10g045180.1,1381,1365,976,3228,3573,3491
MSTRG.17772|Solyc10g045190.2,1753,1831,1462,3983,5539,5064
MSTRG.17749|Solyc10g044520.2,14499,33,0,23,59,33
MSTRG.17750|Solyc10g044510.2,541565,626667,556042,2690,3628,3692
MSTRG.17773|Solyc10g045240.2,4189,4334,2975,40390,78377,50539
MSTRG.17775|Solyc10g045270.2,576,781,557,2336,3199,2477
MSTRG.17774|Solyc10g045290.2,502,474,360,4480,6536,5349
MSTRG.17777|Solyc10g045310.2,3002,4789,3201,831,1087,1003
MSTRG.17776|Solyc10g045320.2,1522,1808,1567,667,775,807
MSTRG.17778|Solyc10g045350.2,1283,1491,1062,3108,3635,3835
MSTRG.17779,92,47,45,463,647,587
MSTRG.17780|Solyc10g045380.2,789,920,516,7649,10183,8964
MSTRG.17781|Solyc10g045390.2,2343,2907,2058,6699,9393,8979
MSTRG.17782|Solyc10g045420.2,828,997,723,2903,4975,5184
MSTRG.17783|Solyc10g045430.2,437,406,329,1638,2069,2185
MSTRG.17784|Solyc10g045433.1,109,143,106,315,401,306
MSTRG.17785|Solyc10g045457.1,1025,926,634,1613,1861,1981
Solyc10g045500.2|Solyc10g045500.2,154,239,119,362,432,508
Solyc10g045490.1|Solyc10g045490.1,7,0,0,0,32,0
MSTRG.17787|Solyc10g045540.2,1624,1890,1178,4581,6127,5476
Solyc10g045580.1|Solyc10g045580.1,3,7,7,13,8,8
MSTRG.17786|Solyc10g045550.2,1141,1439,964,3503,4508,4666
MSTRG.17789|Solyc10g045600.2,2253,2708,1988,8434,11457,11106
MSTRG.17788,140,237,180,228,291,157
MSTRG.17790|Solyc10g045640.2,667,912,670,2658,3932,3749
Solyc10g046770.2|Solyc10g046770.2,86,115,105,321,392,496
MSTRG.17791|Solyc10g045630.2,0,0,0,0,0,0
MSTRG.17791|Solyc10g045620.2,7055,8828,6349,7076,8212,7731
MSTRG.17793|Solyc10g046930.2,4401,5127,3505,5519,7610,6447
MSTRG.17794|Solyc10g046970.2,2844,2855,2093,10374,12799,12291
MSTRG.17796|Solyc10g047040.3,94,83,29,289,206,396
MSTRG.17795|Solyc10g047000.2,1674,1986,1604,7271,8530,8589
MSTRG.17798|Solyc10g047060.2,39,44,14,133,144,153
MSTRG.17799|Solyc10g047090.2,33,34,61,0,0,7
Solyc10g047110.2|Solyc10g047110.2,170,282,161,25,4,6
