gene_id,L1,L2,L3,R1,R2,R3
MSTRG.3102|Solyc02g031860.3,10335,10822,8332,29309,39962,35112
MSTRG.3104|Solyc02g031990.1,3,16,8,182,332,163
MSTRG.3106|Solyc02g032030.1,4,0,5,1609,2297,2430
MSTRG.3107,342,312,233,536,701,670
MSTRG.3105|Solyc02g031980.3,1348,1560,1140,2007,2925,2412
MSTRG.3108|Solyc02g032100.3,588,405,321,4015,3317,3434
MSTRG.3109|Solyc02g032170.3,59,25,9,490,548,449
MSTRG.3110|Solyc02g032120.3,2122,2466,1721,3972,5012,4078
MSTRG.3111|Solyc02g032200.3,3108,3820,2547,7963,10432,8664
MSTRG.3113|Solyc02g032300.3,1339,1476,975,3102,4296,3602
MSTRG.3114|Solyc02g032303.1,12,16,3,6,6,10
Solyc02g032335.1|Solyc02g032335.1,3,0,0,0,0,2
MSTRG.3115|Solyc02g032333.1,0,0,0,0,0,0
MSTRG.3115|Solyc02g032330.3,1880,2022,1735,6243,7571,7586
MSTRG.3117,781,662,631,2314,2804,2957
MSTRG.3118|Solyc02g032360.3,13,15,17,34,60,21
MSTRG.3120|Solyc02g032370.2,0,0,0,8,7,0
MSTRG.3119|Solyc02g032410.3,371,387,280,350,389,262
MSTRG.3123|Solyc02g032420.1,0,0,0,0,0,0
MSTRG.3121|Solyc02g032380.2,9,5,6,39,57,28
MSTRG.3122|Solyc02g032400.2,8,4,17,47,56,28
MSTRG.3125|Solyc02g032480.2,0,0,0,0,0,0
MSTRG.3125|Solyc02g032490.3,0,0,0,0,0,0
MSTRG.3125|Solyc02g032450.3,6,1,2,38,33,31
MSTRG.3125|Solyc02g032460.2,2840,3149,2175,6377,8890,7453
MSTRG.3126|Solyc02g032510.3,1196,1205,878,3676,4354,4274
Solyc02g032650.3|Solyc02g032650.3,416,490,330,244,402,323
MSTRG.3127|Solyc02g032660.3,235,340,379,2878,3979,3174
MSTRG.3129,3,12,0,280,372,617
MSTRG.3128|Solyc02g032800.1,635,618,365,1868,2289,2071
MSTRG.3137|Solyc02g032840.1,130,106,92,1352,1264,1686
MSTRG.3136|Solyc02g032850.3,540,704,602,3730,4340,3524
MSTRG.3140|Solyc02g032910.2,19,26,30,164,233,204
MSTRG.3138|Solyc02g032860.3,2146,2532,1624,4800,5254,4374
MSTRG.3139|Solyc02g032870.3,399,513,417,1282,1633,1735
MSTRG.3141|Solyc02g032920.3,2404,2656,2056,6303,8057,7770
MSTRG.3142|Solyc02g032950.3,228,197,147,1264,2200,1722
MSTRG.3143,105,102,29,0,0,0
MSTRG.3145|Solyc02g032940.3,475,618,185,2343,2381,2385
MSTRG.3144|Solyc02g032930.3,1344,1530,922,7177,9237,9141
Solyc02g033030.3|Solyc02g033030.3,66,57,24,93,101,88
Solyc02g033040.2|Solyc02g033040.2,85,108,56,165,160,257
Solyc02g033070.1|Solyc02g033070.1,9,14,0,6,32,28
MSTRG.3147|Solyc02g033060.3,689,1007,814,126,215,168
MSTRG.3148|Solyc02g036260.3,390,417,212,1898,2131,2162
MSTRG.3146|Solyc02g032970.3,11843,15630,10283,6762,9940,8120
Solyc02g036320.1|Solyc02g036320.1,10,0,13,0,0,0
MSTRG.3149|Solyc02g036270.3,2708,2897,2151,3434,5012,4193
MSTRG.3149|Solyc02g036280.3,0,0,0,142,39,122
MSTRG.3150|Solyc02g036290.3,238,373,204,1621,1997,1679
MSTRG.3150|Solyc02g036300.3,0,0,0,0,0,0
MSTRG.3150|Solyc02g036310.3,12,0,0,0,4,0
MSTRG.3151|Solyc02g036330.3,3383,3536,2492,5644,7908,6981
MSTRG.3153|Solyc02g036350.3,17983,16704,12996,141,225,226
MSTRG.3154,159,227,124,275,300,441
MSTRG.3152|Solyc02g036360.1,5238,5906,4774,2642,3787,3279
MSTRG.3155|Solyc02g036370.3,1857,2191,1044,3522,3977,4068
MSTRG.3156|Solyc02g036430.2,179,122,127,800,1017,888
MSTRG.3157|Solyc02g036440.3,24,12,0,25,69,10
MSTRG.3160|Solyc02g036380.3,1907,2056,1372,4270,5817,4868
MSTRG.3158,76,79,96,47,124,118
MSTRG.3159|Solyc02g036450.3,2355,2841,2092,5611,7278,7127
MSTRG.3161|Solyc02g036480.1,6,11,7,858,1641,1401
Solyc02g037490.1|Solyc02g037490.1,66,71,33,48,41,46
MSTRG.3165|Solyc02g037500.1,0,0,0,0,0,0
MSTRG.3164|Solyc02g037495.1,460,589,296,2658,3238,2299
MSTRG.3162|Solyc02g036470.3,4905,5498,4210,2106,2553,2380
MSTRG.3163|Solyc02g036460.3,49,49,77,173,328,347
MSTRG.3167|Solyc02g037510.3,1817,2136,1572,7275,8812,8627
Solyc02g037550.3|Solyc02g037550.3,40,18,19,0,0,0
MSTRG.3166|Solyc02g037530.3,2546,2681,1402,5291,6889,6120
Solyc02g038640.2|Solyc02g038640.2,0,0,0,0,0,0
Solyc02g038680.1|Solyc02g038680.1,5,0,0,58,11,19
Solyc02g038660.2|Solyc02g038660.2,17,20,16,0,0,0
Solyc02g038670.2|Solyc02g038670.2,50,32,20,0,8,18
MSTRG.3168,341,422,348,918,1137,1160
MSTRG.3168|Solyc02g037590.2,760,898,501,1922,2812,2154
MSTRG.3169|Solyc02g038690.1,394,479,262,1578,2106,2184
MSTRG.3172,772,834,608,2633,3567,3079
MSTRG.3171|Solyc02g038740.3,145,134,102,1190,1471,1345
MSTRG.3173|Solyc02g038750.3,1509,2037,1360,5539,6862,7159
MSTRG.3174|Solyc02g038760.3,964,944,829,61,0,106
MSTRG.3175|Solyc00g007300.3,1723,1744,1257,2315,3263,3207
MSTRG.3177|Solyc00g007260.3,739,869,725,1788,2436,1902
MSTRG.3178|Solyc00g007220.3,66,117,77,272,300,281
Solyc00g007190.3|Solyc00g007190.3,0,20,0,29,45,54
Solyc00g007195.1|Solyc00g007195.1,22,19,22,101,94,111
Solyc00g007170.1|Solyc00g007170.1,0,0,0,8,0,2
Solyc00g007160.2|Solyc00g007160.2,17,32,8,108,93,147
MSTRG.3180|Solyc00g007200.3,377,519,371,4571,5817,5356
MSTRG.3179|Solyc00g007150.3,185,280,200,779,1082,729
Solyc00g007130.3|Solyc00g007130.3,186,189,141,97,82,59
MSTRG.3176|Solyc00g007270.3,13892,17004,12037,31539,40398,37107
MSTRG.3182|Solyc00g007120.3,1582,1535,1135,5366,7530,6636
MSTRG.3182|Solyc00g007110.3,3,2,2,2,3,2
MSTRG.3181|Solyc00g007100.3,776,937,649,10592,13647,13906
MSTRG.3183|Solyc00g007090.3,811,860,617,1308,1859,1533
MSTRG.3184|Solyc00g007080.3,201,168,130,283,439,473
MSTRG.3186|Solyc00g007070.3,4114,4441,3336,10327,13475,11929
MSTRG.3188,189,263,153,332,411,397
MSTRG.3187|Solyc00g007060.3,1552,1802,1467,5243,6463,6870
MSTRG.3190,25,58,26,160,183,236
MSTRG.3189|Solyc00g007010.3,1515,1664,1251,5227,7725,7015
MSTRG.3191|Solyc02g061770.3,0,8,0,370,732,379
Solyc02g061780.3|Solyc02g061780.3,7,4,0,0,6,0
Solyc02g061800.2|Solyc02g061800.2,15,23,12,27,19,25
MSTRG.3193|Solyc02g061790.3,581,513,472,1025,1239,1387
MSTRG.3192|Solyc02g061745.1,5455,6568,4307,2443,2855,2979
MSTRG.3192|Solyc02g061760.3,2,16,7,1,1,2
MSTRG.3194|Solyc02g061810.3,597,834,459,1570,1910,1953
MSTRG.3195|Solyc02g061820.3,5429,6513,5169,1163,1452,1564
Solyc02g061910.1|Solyc02g061910.1,24,14,3,15,14,30
MSTRG.3198|Solyc02g061850.3,139,187,99,560,721,649
MSTRG.3196|Solyc02g061840.3,3063,3820,2802,7123,8613,8180
MSTRG.3199|Solyc02g061950.3,640,773,568,2248,3229,2471
MSTRG.3200|Solyc02g061955.1,0,1,0,1,2,1
MSTRG.3199|Solyc02g061940.3,8,14,6,24,4,2
Solyc02g061990.3|Solyc02g061990.3,83,116,54,16,5,45
MSTRG.3201|Solyc02g061960.3,4949,5025,4276,11127,15839,13765
MSTRG.3202|Solyc02g061970.1,0,0,2,0,0,0
MSTRG.3201|Solyc02g061980.3,3627,4021,2495,12668,14798,15407
MSTRG.3204|Solyc02g062010.1,79,96,66,98,106,87
MSTRG.3203|Solyc02g062000.3,1694,1890,1497,7725,10089,9639
MSTRG.3205|Solyc02g062040.3,203,281,198,1488,1854,1390
Solyc02g062050.2|Solyc02g062050.2,60,50,47,12,9,14
MSTRG.3206|Solyc02g062020.3,1892,2455,1477,5173,6711,6430
MSTRG.3207|Solyc02g062100.3,1132,1283,942,3152,4732,3860
MSTRG.3209|Solyc02g062120.3,0,0,0,19,23,19
MSTRG.3209|Solyc02g062110.3,2132,2738,2322,4901,6472,6392
MSTRG.3209|Solyc02g062130.3,191,276,143,0,0,0
Solyc02g062200.1|Solyc02g062200.1,0,0,0,0,0,0
MSTRG.3208|Solyc02g062140.2,5213,5967,4325,2051,2828,2532
MSTRG.3213|Solyc02g062230.1,57,73,30,151,231,185
MSTRG.3210|Solyc02g062180.3,710,806,397,4078,5236,5237
MSTRG.3211|Solyc02g062170.3,10,10,6,470,482,707
MSTRG.3212,77,120,136,400,440,425
MSTRG.3214|Solyc02g062240.3,991,1081,917,3640,4758,4963
MSTRG.3215|Solyc02g062250.3,1251,1685,1347,5552,7361,7068
Solyc02g062320.3|Solyc02g062320.3,0,16,0,0,10,0
Solyc02g062330.2|Solyc02g062330.2,170,240,181,286,490,459
MSTRG.3217|Solyc02g062280.3,0,0,0,1,1,0
MSTRG.3218|Solyc02g062300.3,0,0,0,0,0,2
MSTRG.3216|Solyc02g062270.3,7226,8570,5918,16092,21819,17419
Solyc02g062355.1|Solyc02g062355.1,4,0,0,0,0,4
Solyc02g062400.3|Solyc02g062400.3,89,66,56,6,14,8
MSTRG.3223|Solyc02g062380.2,128,119,36,157,317,292
MSTRG.3223|Solyc02g062385.1,0,0,26,72,0,72
MSTRG.3222|Solyc02g062370.3,2311,2670,1843,10771,15378,12373
MSTRG.3222|Solyc02g062375.1,36,22,30,117,13,59
MSTRG.3224|Solyc02g062460.3,0,0,0,2,2,2
MSTRG.3224|Solyc02g062463.1,23,39,23,5055,6763,6524
MSTRG.3228|Solyc02g062500.3,181,294,151,2360,2965,3040
MSTRG.3225|Solyc02g062420.3,665,692,520,1561,1753,1862
MSTRG.3226|Solyc02g062430.3,724,811,644,1758,2274,2086
MSTRG.3230|Solyc02g062520.3,678,764,515,1688,2227,2108
MSTRG.3231|Solyc02g062515.1,6,3,4,5,7,14
MSTRG.3232|Solyc02g062530.3,1212,1451,1198,3242,4110,4452
MSTRG.3233|Solyc02g062540.3,1370,1566,1082,3737,4792,4753
MSTRG.3234|Solyc02g062560.3,4707,5066,3740,8865,12145,11486
MSTRG.3234|Solyc02g062550.3,0,1,1,11,14,11
MSTRG.3235|Solyc02g062580.3,2984,3774,2898,931,1243,1290
MSTRG.3235|Solyc02g062570.3,45,45,23,35,92,85
MSTRG.3236|Solyc02g062600.3,4458,5040,3634,12150,14863,15666
MSTRG.3219|Solyc02g062340.3,520868,595216,441764,50,61,109
MSTRG.3220|Solyc02g062350.3,4855,6012,4427,1569,2016,1859
MSTRG.3237|Solyc02g062610.3,19103,23326,17835,748,987,873
Solyc02g062630.1|Solyc02g062630.1,39,99,53,182,200,160
MSTRG.3238|Solyc02g062620.3,3949,4633,3277,10561,14160,13346
MSTRG.3239|Solyc02g062670.3,452,480,270,1992,2469,2524
MSTRG.3242|Solyc02g062680.3,519,673,449,1529,1696,1886
MSTRG.3240|Solyc02g062640.3,2473,3007,2113,3415,3905,3845
MSTRG.3241|Solyc02g062655.1,0,0,0,0,0,0
MSTRG.3241|Solyc02g062650.3,913,906,760,2589,3890,3298
MSTRG.3243|Solyc02g062690.3,2343,2341,1333,837,874,937
MSTRG.3244|Solyc02g062710.1,22,94,70,843,937,745
MSTRG.3245|Solyc02g062700.3,1766,1917,1407,5985,7701,8051
MSTRG.3247|Solyc02g094755.1,0,0,3,6,5,4
MSTRG.3246|Solyc02g062720.3,1851,1880,1197,2295,2966,2723
MSTRG.3249|Solyc02g062750.3,46,42,37,33,0,0
MSTRG.3249|Solyc02g062760.3,62,113,48,465,563,705
MSTRG.3248|Solyc02g062740.3,5367,5856,4505,6059,7820,7865
MSTRG.3254|Solyc02g062780.3,2584,2932,2077,7573,10228,9174
MSTRG.3254|Solyc02g062790.3,11,16,0,0,0,0
MSTRG.3254|Solyc02g062800.2,140,131,64,1929,2554,2506
MSTRG.3250,58,487,184,42,42,99
MSTRG.3252|Solyc02g062890.2,15,0,0,1231,3012,1496
MSTRG.3252|Solyc02g062900.2,0,0,0,0,0,0
MSTRG.3253|Solyc02g062910.2,644,828,572,3554,4556,4966
MSTRG.3251|Solyc02g062810.3,3111,3507,2497,8752,12079,11429
MSTRG.3255|Solyc02g062930.3,1216,1334,1031,2295,3403,3403
MSTRG.3256|Solyc02g062920.3,5765,6127,4793,13092,16717,15123
MSTRG.3257|Solyc02g062940.3,2792,3027,2030,3707,4974,4275
MSTRG.3260|Solyc02g062950.3,2582,3123,2121,4811,6441,5676
Solyc02g062980.2|Solyc02g062980.2,0,0,0,0,0,0
Solyc02g062975.1|Solyc02g062975.1,12,24,10,14,3,0
Solyc02g062990.1|Solyc02g062990.1,7,0,0,0,12,0
MSTRG.3259|Solyc02g062970.3,8004,8828,6324,30942,42154,38177
MSTRG.3262|Solyc02g063000.3,4784,4788,4302,0,0,0
MSTRG.3263|Solyc02g063020.2,60,53,13,2747,3301,3248
MSTRG.3261|Solyc02g063010.3,5487,6031,4531,12749,16943,18100
MSTRG.3264|Solyc02g063030.3,4247,5601,4280,4311,4939,5399
MSTRG.3265|Solyc02g063040.3,8,0,0,0,0,0
MSTRG.3265|Solyc02g063050.3,2368,3000,2030,5856,8217,7596
MSTRG.3267|Solyc02g063060.3,2548,3182,2475,8952,12164,10932
MSTRG.3266|Solyc02g063070.3,10294,12303,8932,31321,40600,39669
MSTRG.3268|Solyc02g063075.1,1131,1190,748,2470,2897,2619
MSTRG.3269|Solyc02g063090.3,3525,4288,2785,19266,25105,26747
MSTRG.3270|Solyc02g063100.2,0,0,0,0,0,0
MSTRG.3271|Solyc02g063110.1,0,0,0,0,1,0
MSTRG.3272|Solyc02g063120.1,0,11,0,15,10,17
MSTRG.3273|Solyc02g063125.1,0,0,3,7,3,6
MSTRG.3304|Solyc02g063460.1,272,349,268,511,754,736
MSTRG.3306|Solyc02g063490.3,1915,2475,1727,6035,7467,7192
MSTRG.3307|Solyc02g063510.1,1381,2074,1613,408,551,726
MSTRG.3308|Solyc02g063520.3,236,145,119,267,339,416
MSTRG.3279|Solyc02g063170.3,317,335,341,16582,19323,18627
MSTRG.3281|Solyc02g063185.1,0,2,0,6,34,12
MSTRG.3282|Solyc02g063200.2,0,0,0,28,134,67
Solyc02g063210.1|Solyc02g063210.1,0,0,0,0,0,4
Solyc02g063310.2|Solyc02g063310.2,0,0,0,0,4,0
Solyc02g063325.1|Solyc02g063325.1,0,0,0,0,0,0
MSTRG.3293|Solyc02g063340.1,0,0,0,0,0,0
MSTRG.3274|Solyc02g063130.3,20852,23525,19039,27377,34503,32517
MSTRG.3275|Solyc02g063140.3,635,581,510,6,11,0
MSTRG.3276|Solyc02g063150.3,1419652,1603694,1378833,474,741,674
MSTRG.3277|Solyc02g063160.3,1790,2133,1662,1751,2259,2403
MSTRG.3280|Solyc02g063180.3,241,242,230,549,843,655
MSTRG.3278|Solyc02g063220.3,3242,4499,3383,623,729,695
MSTRG.3283|Solyc02g063230.1,217,301,105,29,22,83
MSTRG.3284|Solyc02g063240.3,906,1005,651,5423,5978,5943
MSTRG.3285|Solyc02g063250.3,11,0,0,188,282,193
MSTRG.3286|Solyc02g063255.1,1440,1394,1028,234,447,215
Solyc02g063260.3|Solyc02g063260.3,12,8,17,43,39,62
MSTRG.3287|Solyc02g063270.3,4320,4513,3783,4546,4940,4827
MSTRG.3290|Solyc02g063280.3,1324,1673,1373,2248,2830,2761
MSTRG.3288|Solyc02g063290.3,86,108,57,305,404,437
MSTRG.3289|Solyc02g063300.3,1350,1643,1486,584,661,626
MSTRG.3291|Solyc02g063320.3,225,160,131,240,459,346
MSTRG.3292|Solyc02g063330.3,206,247,195,6177,7475,7823
MSTRG.3294|Solyc02g063350.1,558,532,306,1690,2267,2499
MSTRG.3296|Solyc02g063360.3,191,131,61,69,83,109
MSTRG.3296|Solyc02g063370.2,17,12,0,153,119,89
MSTRG.3295|Solyc02g063380.1,229,312,182,176,222,232
MSTRG.3298|Solyc02g063390.3,736,730,459,874,1118,1096
MSTRG.3299|Solyc02g063400.2,42,43,22,90,102,63
MSTRG.3297|Solyc02g063410.3,997,1273,894,2106,2426,2522
MSTRG.3300|Solyc02g063420.3,555,754,578,7101,8023,7258
MSTRG.3301|Solyc02g063430.3,753,1050,767,1055,1365,1114
MSTRG.3302|Solyc02g063440.3,39,61,64,766,1062,1083
MSTRG.3303|Solyc02g063450.3,90165,43932,48206,168947,208683,156678
Solyc02g064540.2|Solyc02g064540.2,6,0,0,0,0,6
MSTRG.3313|Solyc02g064580.3,880,991,761,2153,2757,2680
MSTRG.3312|Solyc02g064550.3,9817,11161,9142,339,426,482
Solyc02g063544.1|Solyc02g063544.1,0,0,0,13,57,61
MSTRG.3309|Solyc02g063542.1,17387,17541,12275,2664,3490,3247
MSTRG.3310|Solyc02g063546.1,18691,18881,15835,2897,3839,3558
MSTRG.3311,9,17,17,1,1,4
MSTRG.3320|Solyc02g064590.2,2488,2436,1948,3349,5574,4392
MSTRG.3320|Solyc02g064595.1,2986,3442,2505,7113,8099,7896
MSTRG.3320|Solyc02g064630.3,546,512,421,171,149,154
MSTRG.3321|Solyc02g064640.3,3961,4248,3179,1379,1749,1594
MSTRG.3321|Solyc02g064650.3,2387,3382,2673,2682,3543,3167
MSTRG.3315|Solyc02g064670.1,3906,4523,3774,12026,15360,16135
MSTRG.3316|Solyc02g064680.3,2472,2491,1805,22456,55011,40384
MSTRG.3317|Solyc02g064690.3,97,82,58,4244,6356,5836
MSTRG.3318|Solyc02g064710.3,69,67,95,258,381,361
Solyc02g064720.3|Solyc02g064720.3,323,418,222,14,9,15
MSTRG.3319|Solyc02g064700.3,6270,7222,4901,15823,20017,18844
MSTRG.3322|Solyc02g064730.3,11641,13361,11347,24978,31379,29574
MSTRG.3323|Solyc02g064740.3,1621,2093,1429,3260,4469,3739
Solyc02g064760.2|Solyc02g064760.2,6,9,0,0,0,0
Solyc02g064765.1|Solyc02g064765.1,2,13,0,4,0,0
MSTRG.3324|Solyc02g064750.3,588,685,415,3450,4291,4475
Solyc02g064795.1|Solyc02g064795.1,32,49,25,46,54,81
MSTRG.3325|Solyc02g064770.3,15075,16206,12215,78,84,54
MSTRG.3328|Solyc02g064800.3,8176,8374,6207,3275,4563,3743
MSTRG.3329|Solyc02g064802.1,124,141,97,49,52,36
MSTRG.3332|Solyc02g064980.1,8,1,6,447,712,844
MSTRG.3331|Solyc02g064960.3,1927,2151,1524,4249,6379,5744
MSTRG.3333|Solyc02g064990.3,404,412,349,1169,1590,1297
MSTRG.3326|Solyc02g064940.1,2139,1511,1502,181,158,145
MSTRG.3327|Solyc02g064950.3,22051,25556,18795,5099,5722,5829
MSTRG.3327|Solyc02g064955.1,3,1,1,37,38,33
MSTRG.3334|Solyc02g065010.1,100,169,90,245,153,245
MSTRG.3335|Solyc02g065000.1,3182,4103,3216,3492,3688,3626
MSTRG.3336|Solyc02g065050.1,276,222,241,329,339,291
MSTRG.3341|Solyc02g065090.3,102,68,61,642,529,336
MSTRG.3338|Solyc02g065060.3,756,998,584,98,82,88
MSTRG.3339|Solyc02g065070.3,3674,3706,2674,3471,4502,4303
MSTRG.3340|Solyc02g065080.3,1017,1269,916,1949,2290,2580
MSTRG.3342,454,338,204,678,976,748
MSTRG.3343|Solyc02g065110.3,3492,4068,2722,1131,1360,1311
MSTRG.3345|Solyc02g065180.3,631,620,425,1341,1834,1640
MSTRG.3344|Solyc02g065170.3,4969,5994,3898,8063,10759,12249
MSTRG.3346|Solyc02g065190.3,1746,1936,1714,5577,6188,4818
Solyc02g065230.3|Solyc02g065230.3,378,328,206,82,73,117
MSTRG.3347|Solyc02g065210.3,0,0,0,0,0,0
MSTRG.3347|Solyc02g065220.3,6714,6889,5549,8,0,20
MSTRG.3348|Solyc02g065240.3,2265,2487,1782,28,110,117
Solyc02g065290.1|Solyc02g065290.1,34,46,12,58,63,59
MSTRG.3349|Solyc02g065280.3,3647,5128,3747,482,850,985
MSTRG.3350|Solyc02g065320.2,0,1,1,0,0,1
MSTRG.3351|Solyc02g065310.1,0,0,0,0,0,0
MSTRG.3350|Solyc02g094758.1,0,0,0,0,0,0
MSTRG.3350|Solyc02g065330.1,0,0,0,4,0,0
MSTRG.3350|Solyc02g065300.1,16543,19576,13409,33653,45834,39582
MSTRG.3350|Solyc02g065315.1,8,6,0,0,0,9
MSTRG.3353|Solyc02g065360.3,1994,2145,1683,1404,1984,1643
MSTRG.3353|Solyc02g065350.3,165,199,124,885,1335,1153
MSTRG.3352|Solyc02g065370.3,1858,2486,1730,6023,7218,7470
MSTRG.3355|Solyc02g065390.1,21,89,29,252,255,372
MSTRG.3354|Solyc02g065380.3,2276,2588,1622,11322,15095,13662
MSTRG.3360|Solyc02g065420.3,136,88,106,576,1002,746
MSTRG.3359|Solyc02g065430.1,49,108,45,191,159,168
MSTRG.3358,104,129,164,0,0,0
Solyc02g065480.2|Solyc02g065480.2,0,0,0,29,28,27
MSTRG.3361|Solyc02g065470.1,934,822,636,2057,2628,2686
MSTRG.3362|Solyc02g065490.3,366,347,293,440,593,571
MSTRG.3363|Solyc02g065500.3,3010,3429,2411,6879,10190,7681
MSTRG.3368|Solyc02g065515.1,0,0,0,0,0,0
MSTRG.3368|Solyc02g065510.1,281,272,237,655,1010,728
MSTRG.3369|Solyc02g065520.1,127,58,47,348,340,251
MSTRG.3370|Solyc02g065530.3,631,822,536,1683,1980,1488
MSTRG.3364|Solyc02g065540.2,961,850,805,2233,3127,2675
MSTRG.3365|Solyc02g065560.1,102,154,129,464,623,702
MSTRG.3366|Solyc02g065550.3,0,0,0,0,0,0
MSTRG.3366|Solyc02g065555.1,831,780,580,8086,8991,9293
MSTRG.3367|Solyc02g065570.1,27,8,14,136,82,182
MSTRG.3371|Solyc02g065580.3,1241,1390,887,5032,6318,6377
MSTRG.3373|Solyc02g065600.3,88,68,68,2839,3162,3638
MSTRG.3372|Solyc02g065590.3,1229,1437,1280,745,1115,1112
MSTRG.3374|Solyc02g065610.3,971,1227,870,2431,3394,4181
MSTRG.3375|Solyc02g065620.3,649,715,486,1306,1630,1429
MSTRG.3377|Solyc02g065630.3,2231,2467,1827,6020,7521,7910
MSTRG.3376|Solyc02g065650.1,619,717,491,1787,2336,2169
MSTRG.3378|Solyc02g065660.3,875,1127,835,3892,5146,4883
MSTRG.3379|Solyc02g065680.3,9916,10682,7134,23136,28822,26285
MSTRG.3383|Solyc02g065685.1,0,29,221,644,55,61
MSTRG.3383|Solyc02g065690.3,1092,1193,321,573,1546,1347
MSTRG.3384|Solyc02g065700.3,1425,1541,1493,1220,1536,1681
MSTRG.3382|Solyc02g065730.2,0,0,0,20,28,10
MSTRG.3381|Solyc02g065720.3,676,690,582,2007,2431,2305
MSTRG.3357|Solyc02g065410.2,272,340,158,580,1053,876
MSTRG.3356|Solyc02g065400.3,675848,761586,597222,975,1244,1187
MSTRG.3385,46,79,60,160,207,196
MSTRG.3391|Solyc02g065780.1,0,0,0,0,0,0
MSTRG.3390|Solyc02g065790.3,1901,2021,1822,7677,8901,9799
MSTRG.3386|Solyc02g065760.2,3,0,0,495,549,880
MSTRG.3387|Solyc02g065770.3,15227,16805,10785,66543,88584,93569
MSTRG.3394,43,36,11,263,291,289
Solyc02g066810.1|Solyc02g066810.1,3,13,9,22,27,30
MSTRG.3393|Solyc02g066820.1,23,17,8,48,42,36
MSTRG.3388|Solyc02g065800.2,17,17,16,16,19,22
MSTRG.3388|Solyc02g065805.1,104,109,111,276,425,319
MSTRG.3389,12,10,0,134,100,132
MSTRG.3392|Solyc02g066800.2,320,286,305,736,1146,911
MSTRG.3395|Solyc02g066830.3,627,507,467,866,1157,895
MSTRG.3397|Solyc02g066910.3,1244,1402,1069,2197,3069,3067
MSTRG.3396|Solyc02g066920.3,4388,5322,4895,0,0,0
MSTRG.3401|Solyc02g066930.3,865,1077,1088,837,1191,1382
MSTRG.3402|Solyc02g066940.3,12370,14190,9874,17532,22002,18281
MSTRG.3398|Solyc02g066970.1,76,64,42,112,148,228
MSTRG.3400|Solyc02g066980.1,27,4,0,307,339,442
Solyc02g067005.1|Solyc02g067005.1,0,0,0,0,10,0
Solyc02g067000.2|Solyc02g067000.2,20,13,14,93,110,47
MSTRG.3403|Solyc02g067010.3,539,528,411,2166,3106,2604
MSTRG.3399|Solyc02g066955.1,14514,16179,11837,8196,10507,10972
MSTRG.3399|Solyc02g066960.3,0,0,0,263,282,619
MSTRG.3399|Solyc02g066950.3,1139,1064,952,26,25,15
MSTRG.3406|Solyc02g067040.3,97,56,83,911,1241,1262
MSTRG.3405|Solyc02g067030.3,5974,6458,4269,7765,10304,9160
MSTRG.3409|Solyc02g067070.3,785,871,720,1414,1829,1883
MSTRG.3407|Solyc02g067050.3,9800,8201,4413,0,0,0
MSTRG.3408|Solyc02g067060.3,3835,3806,3073,5420,6409,5770
MSTRG.3410|Solyc02g067080.3,9304,10442,6827,31735,38317,38327
MSTRG.3410|Solyc02g067085.1,7,8,10,29,28,20
MSTRG.3412|Solyc02g067100.3,35,58,85,1705,2355,2115
MSTRG.3411|Solyc02g067090.3,4,3,1,1,1,2
MSTRG.3411|Solyc02g067095.1,1012,1106,787,3732,5335,4226
MSTRG.3414|Solyc02g067105.1,164,173,111,646,794,741
MSTRG.3413|Solyc02g067120.3,3161,3344,2234,528,762,773
MSTRG.3417|Solyc02g067150.3,0,0,0,3,4,17
MSTRG.3416|Solyc02g067160.3,778,905,464,2335,3048,2670
MSTRG.3418|Solyc02g067200.3,673,846,654,1209,1571,1477
Solyc02g067220.3|Solyc02g067220.3,17,9,10,5,9,0
MSTRG.3420|Solyc02g067230.3,312,375,183,777,910,878
MSTRG.3421|Solyc02g067250.2,412,466,292,835,1185,1246
MSTRG.3415|Solyc02g067180.3,74309,84985,62439,74990,90299,85874
MSTRG.3419|Solyc02g067210.3,9824,10379,7458,22985,28972,27874
MSTRG.3425|Solyc02g067270.2,0,0,0,0,0,0
MSTRG.3425|Solyc02g067275.1,0,0,0,32,102,13
MSTRG.3425|Solyc02g067290.3,0,0,0,0,0,0
MSTRG.3425|Solyc02g067285.1,658,752,530,1689,2050,1477
MSTRG.3425|Solyc02g067280.1,1643,1590,1206,3866,5343,3684
MSTRG.3425|Solyc02g067260.2,37,0,0,0,8,0
MSTRG.3425|Solyc02g067300.2,1,1,1,1,2,1
MSTRG.3422|Solyc02g067310.3,3105,3112,2312,248,309,299
MSTRG.3423|Solyc02g067330.1,0,0,0,3,6,5
MSTRG.3423|Solyc02g067320.2,4921,6465,4171,593,743,581
MSTRG.3424|Solyc02g067340.3,1234,1614,1258,50,49,65
MSTRG.3427|Solyc02g067350.3,56,53,51,36,4,15
MSTRG.3428|Solyc02g067360.3,2709,3703,3033,34,32,95
Solyc02g067380.3|Solyc02g067380.3,69,49,16,27,36,29
MSTRG.3426|Solyc02g067370.3,2767,3358,2669,3715,4585,4704
MSTRG.3429|Solyc02g067390.3,861,1042,724,4495,6025,5828
Solyc02g067450.3|Solyc02g067450.3,12,0,0,0,0,0
MSTRG.3432|Solyc02g067440.3,34,45,13,644,667,862
MSTRG.3433|Solyc02g067410.2,60,118,30,1654,2319,2990
